;인덱스		
;그룹		
;아이템 인덱스		
;확률		
;		
;		1000000000 = 100
2209	1201	66620000
2209	5313	5000000
2209	5316	2000
2209	2904	100000000
2209	3004	100000000
2209	5505	5000000
2209	5501	95000000
2209	3905	200000000
2209	5335	50000000
2209	5002	100000000
2209	5334	10000000
2209	5346	20000
2209	5347	50000
2209	4104	20000
;2209	6728	10000000
;지장왕전 소림나한(초급)		
2210	311	28000
2210	312	28000
2210	510	28000
2210	511	28000
2210	1305	28000
2210	308	8333334
2210	309	8333334
2210	507	8333333
2210	508	8333333
2210	1303	8333333
2210	1304	8333333
2210	305	66620000
2210	504	66620000
2210	1301	66620000
2210	5311	5000000
2210	5314	2000
2210	2904	100000000
2210	3004	100000000
2210	5506	5000000
2210	5501	95000000
2210	3905	200000000
2210	5335	50000000
2210	5002	100000000
2210	5334	10000000
2210	5346	20000
2210	5347	50000
;2210	6728	10000000
;지장왕전 소림나한(중급)		
2211	2411	28000
2211	2412	28000
2211	610	28000
2211	611	28000
2211	1206	28000
2211	2408	8333334
2211	2409	8333334
2211	607	8333333
2211	608	8333333
2211	1203	8333333
2211	1204	8333333
2211	2405	66620000
2211	604	66620000
2211	1201	66620000
2211	5312	5000000
2211	5315	2000
2211	2904	100000000
2211	3004	100000000
2211	5502	5000000
2211	5501	95000000
2211	3905	200000000
2211	5335	50000000
2211	5002	100000000
2211	5334	10000000
2211	3901	30000000
2211	5346	20000
2211	5347	50000
;2211	6728	10000000
;지장왕전 소림나한(고급)		
2212	2511	28000
2212	2512	28000
2212	710	28000
2212	711	28000
2212	1306	28000
2212	2508	8333334
2212	2509	8333334
2212	707	8333333
2212	708	8333333
2212	1303	8333333
2212	1304	8333333
2212	2505	66620000
2212	704	66620000
2212	1301	66620000
2212	5313	5000000
2212	5316	2000
2212	2904	100000000
2212	3004	100000000
2212	5503	5000000
2212	5501	95000000
2212	3905	200000000
2212	5335	50000000
2212	5002	100000000
2212	5334	10000000
2212	5346	20000
2212	5347	50000
2212	4214	2000
;2212	6728	10000000
;백의전 동자무승		
2213	11	28000
2213	12	28000
2213	810	28000
2213	811	28000
2213	1205	28000
2213	8	8333334
2213	9	8333334
2213	807	8333333
2213	808	8333333
2213	1203	8333333
2213	1204	8333333
2213	5	66620000
2213	804	66620000
2213	1201	66620000
2213	5311	5000000
2213	5314	2000
2213	2904	100000000
2213	3004	100000000
2213	5504	5000000
2213	5501	95000000
2213	3905	200000000
2213	5335	50000000
2213	5002	100000000
2213	5334	10000000
2213	6706	50000000
2213	5346	20000
2213	5347	50000
2213	4114	20000
;2213	6728	10000000
;백의전 소림나한(초급)		
2214	111	28000
2214	112	28000
2214	910	28000
2214	911	28000
2214	1305	28000
2214	108	8333334
2214	109	8333334
2214	907	8333333
2214	908	8333333
2214	1303	8333333
2214	1304	8333333
2214	105	66620000
2214	904	66620000
2214	1301	66620000
2214	5312	5000000
2214	5315	2000
2214	2904	100000000
2214	3004	100000000
2214	5505	5000000
2214	5501	95000000
2214	3905	200000000
2214	5335	50000000
2214	5002	100000000
2214	5334	10000000
2214	5346	20000
2214	5347	50000
;2214	6728	10000000
;백의전 소림나한(중급)		
2215	211	28000
2215	212	28000
2215	1010	28000
2215	1011	28000
2215	1206	28000
2215	208	8333334
2215	209	8333334
2215	1007	8333333
2215	1008	8333333
2215	1203	8333333
2215	1204	8333333
2215	205	66620000
2215	1004	66620000
2215	1201	66620000
2215	5313	5000000
2215	5316	2000
2215	2904	100000000
2215	3004	100000000
2215	5506	5000000
2215	5501	95000000
2215	3905	200000000
2215	5335	50000000
2215	5002	100000000
2215	5334	10000000
2215	3902	3000000
2215	5346	20000
2215	5347	50000
;2215	6728	10000000
;백의전 소림나한(고급)		
2216	311	28000
2216	312	28000
2216	1510	28000
2216	1511	28000
2216	1306	28000
2216	308	8333334
2216	309	8333334
2216	1507	8333333
2216	1508	8333333
2216	1303	8333333
2216	1304	8333333
2216	305	66620000
2216	1504	66620000
2216	1301	66620000
2216	5311	5000000
2216	5314	2000
2216	2904	100000000
2216	3004	100000000
2216	5502	5000000
2216	5501	95000000
2216	3905	200000000
2216	5335	50000000
2216	5002	100000000
2216	5334	10000000
2216	5346	20000
2216	5347	50000
2216	4219	2000
;2216	6728	10000000
;긴나라		
2217	2411	28000
2217	2412	28000
2217	410	28000
2217	411	28000
2217	1205	28000
2217	2408	8333334
2217	2409	8333334
2217	407	8333333
2217	408	8333333
2217	1203	8333333
2217	1204	8333333
2217	2405	66620000
2217	404	66620000
2217	1201	66620000
2217	5312	5000000
2217	5315	2000
2217	2904	100000000
2217	3004	100000000
2217	5503	5000000
2217	5501	95000000
2217	3905	200000000
2217	5335	50000000
2217	5002	100000000
2217	5334	10000000
2217	3901	30000000
2217	5346	20000
2217	5347	50000
2217	4124	20000
;2217	6728	10000000
;긴나라전 긴나라(정예)		
2218	2511	28000
2218	2512	28000
2218	510	28000
2218	511	28000
2218	1305	28000
2218	2508	8333334
2218	2509	8333334
2218	507	8333333
2218	508	8333333
2218	1303	8333333
2218	1304	8333333
2218	2505	66620000
2218	504	66620000
2218	1301	66620000
2218	5313	5000000
2218	5316	2000
2218	2904	100000000
2218	3004	100000000
2218	5504	5000000
2218	5501	95000000
2218	3905	200000000
2218	5335	50000000
2218	5002	100000000
2218	5334	10000000
2218	5346	20000
2218	5347	50000
;2218	6728	10000000
;긴나라전 귀화		
2219	11	28000
2219	12	28000
2219	610	28000
2219	611	28000
2219	1206	28000
2219	8	8333334
2219	9	8333334
2219	607	8333333
2219	608	8333333
2219	1203	8333333
2219	1204	8333333
2219	5	66620000
2219	604	66620000
2219	1201	66620000
2219	5311	5000000
2219	5314	2000
2219	2904	100000000
2219	3004	100000000
2219	5505	5000000
2219	5501	95000000
2219	3905	200000000
2219	5335	50000000
2219	5002	100000000
2219	5334	10000000
2219	6706	50000000
2219	5346	20000
2219	5347	50000
;2219	6728	10000000
;긴나라전 귀영		
2220	111	28000
2220	112	28000
2220	710	28000
2220	711	28000
2220	1306	28000
2220	108	8333334
2220	109	8333334
2220	707	8333333
2220	708	8333333
2220	1303	8333333
2220	1304	8333333
2220	105	66620000
2220	704	66620000
2220	1301	66620000
2220	5312	5000000
2220	5315	2000
2220	2904	100000000
2220	3004	100000000
2220	5506	5000000
2220	5501	95000000
2220	3905	200000000
2220	5335	50000000
2220	5002	100000000
2220	5334	10000000
2220	5346	20000
2220	5347	50000
;2220	6728	10000000
;긴나라전 귀무		
2221	211	28000
2221	212	28000
2221	810	28000
2221	811	28000
2221	1205	28000
2221	208	8333334
2221	209	8333334
2221	807	8333333
2221	808	8333333
2221	1203	8333333
2221	1204	8333333
2221	205	66620000
2221	804	66620000
2221	1201	66620000
2221	5313	5000000
2221	5316	2000
2221	2904	100000000
2221	3004	100000000
2221	5502	5000000
2221	5501	95000000
2221	3905	200000000
2221	5335	50000000
2221	5002	100000000
2221	5334	10000000
2221	3901	30000000
2221	5346	20000
2221	5347	50000
;2221	6728	10000000
;고승		
2222	311	28000
2222	312	28000
2222	910	28000
2222	911	28000
2222	1305	28000
2222	308	8333334
2222	309	8333334
2222	907	8333333
2222	908	8333333
2222	1303	8333333
2222	1304	8333333
2222	305	66620000
2222	904	66620000
2222	1301	66620000
2222	5311	5000000
2222	5314	2000
2222	2904	100000000
2222	3004	100000000
2222	5503	5000000
2222	5501	95000000
2222	3905	200000000
2222	5335	50000000
2222	5002	100000000
2222	5334	10000000
2222	5346	20000
2222	5347	50000
2222	4134	20000
;2222	6728	10000000
;육조전 귀영		
2223	2411	28000
2223	2412	28000
2223	1010	28000
2223	1011	28000
2223	1206	28000
2223	2408	8333334
2223	2409	8333334
2223	1007	8333333
2223	1008	8333333
2223	1203	8333333
2223	1204	8333333
2223	2405	66620000
2223	1004	66620000
2223	1201	66620000
2223	5312	5000000
2223	5315	2000
2223	2904	100000000
2223	3004	100000000
2223	5504	5000000
2223	5501	95000000
2223	3905	200000000
2223	5335	50000000
2223	5002	100000000
2223	5334	10000000
2223	5346	20000
2223	5347	50000
;2223	6728	10000000
;육조전 귀화		
2224	2511	28000
2224	2512	28000
2224	1510	28000
2224	1511	28000
2224	1306	28000
2224	2508	8333334
2224	2509	8333334
2224	1507	8333333
2224	1508	8333333
2224	1303	8333333
2224	1304	8333333
2224	2505	66620000
2224	1504	66620000
2224	1301	66620000
2224	5313	5000000
2224	5316	2000
2224	2904	100000000
2224	3004	100000000
2224	5505	5000000
2224	5501	95000000
2224	3905	200000000
2224	5335	50000000
2224	5002	100000000
2224	5334	10000000
2224	6706	50000000
2224	5346	20000
2224	5347	50000
;2224	6728	10000000
;육조전 긴나라(정예)		
2225	111	28000
2225	112	28000
2225	510	28000
2225	511	28000
2225	1305	28000
2225	8	8333334
2225	9	8333334
2225	407	8333333
2225	408	8333333
2225	1203	8333333
2225	1204	8333333
2225	5	66620000
2225	404	66620000
2225	1201	66620000
2225	5311	5000000
2225	5314	2000
2225	2904	100000000
2225	3004	100000000
2225	5506	5000000
2225	5501	95000000
2225	3905	200000000
2225	5335	50000000
2225	5002	100000000
2225	5334	10000000
2225	5346	20000
2225	5347	50000
;2225	6728	10000000
;육조전 귀무		
2226	211	28000
2226	212	28000
2226	610	28000
2226	611	28000
2226	1206	28000
2226	108	8333334
2226	109	8333334
2226	507	8333333
2226	508	8333333
2226	1303	8333333
2226	1304	8333333
2226	105	66620000
2226	504	66620000
2226	1301	66620000
2226	5312	5000000
2226	5315	2000
2226	2904	100000000
2226	3004	100000000
2226	5502	5000000
2226	5501	95000000
2226	3905	200000000
2226	5335	50000000
2226	5002	100000000
2226	5334	10000000
2226	3902	3000000
2226	5346	20000
2226	5347	50000
;2226	6728	10000000
;백의노인		
2227	311	28000
2227	312	28000
2227	710	28000
2227	711	28000
2227	1306	28000
2227	208	8333334
2227	209	8333334
2227	607	8333333
2227	608	8333333
2227	1203	8333333
2227	1204	8333333
2227	205	66620000
2227	604	66620000
2227	1201	66620000
2227	5313	5000000
2227	5316	2000
2227	2904	100000000
2227	3004	100000000
2227	5503	5000000
2227	5501	95000000
2227	3905	200000000
2227	5335	50000000
2227	5002	100000000
2227	5334	10000000
2227	3901	30000000
2227	5346	20000
2227	5347	50000
;2227	6728	10000000
;일반 몬스터 드랍(신강)		
;거목기		
2301	112	25000
2301	113	25000
2301	411	25000
2301	412	25000
2301	1205	25000
2301	1305	25000
2301	109	8333334
2301	110	8333334
2301	708	8333333
2301	709	8333333
2301	1203	8333333
2301	1204	8333333
2301	105	66616667
2301	704	66616667
2301	1201	66616666
2301	5311	8000000
2301	5314	3000
2301	2904	100000000
2301	3004	100000000
2301	5502	5000000
2301	5501	95000000
2301	3905	200000000
2301	5335	50000000
2301	5002	100000000
2301	5334	10000000
2301	3901	30000000
2301	5346	20000
2301	5347	50000
2301	4203	20000
;2301	6728	10000000
;열화기		
2302	212	25000
2302	213	25000
2302	611	25000
2302	612	25000
2302	1206	25000
2302	1306	25000
2302	209	8333334
2302	210	8333334
2302	808	8333333
2302	809	8333333
2302	1303	8333333
2302	1304	8333333
2302	205	66616667
2302	804	66616667
2302	1301	66616666
2302	5312	8000000
2302	5315	3000
2302	2904	100000000
2302	3004	100000000
2302	5503	5000000
2302	5501	95000000
2302	3905	200000000
2302	5335	50000000
2302	5002	100000000
2302	5334	10000000
2302	6706	50000000
2302	5346	20000
2302	5347	50000
;2302	6728	10000000
;예금기		
2303	312	25000
2303	313	25000
2303	811	25000
2303	812	25000
2303	1205	25000
2303	1305	25000
2303	309	8333334
2303	310	8333334
2303	908	8333333
2303	909	8333333
2303	1203	8333333
2303	1204	8333333
2303	305	66616667
2303	904	66616667
2303	1201	66616666
2303	5313	8000000
2303	5316	3000
2303	2904	100000000
2303	3004	100000000
2303	5504	5000000
2303	5501	95000000
2303	3905	200000000
2303	5335	50000000
2303	5002	100000000
2303	5334	10000000
2303	3901	30000000
2303	5346	20000
2303	5347	50000
;2303	6728	10000000
;홍수기		
2304	2412	25000
2304	2413	25000
2304	911	25000
2304	912	25000
2304	1206	25000
2304	1306	25000
2304	2409	8333334
2304	2410	8333334
2304	1008	8333333
2304	1009	8333333
2304	1303	8333333
2304	1304	8333333
2304	2405	66616667
2304	1004	66616667
2304	1301	66616666
2304	5311	8000000
2304	5314	3000
2304	2904	100000000
2304	3004	100000000
2304	5505	5000000
2304	5501	95000000
2304	3905	200000000
2304	5335	50000000
2304	5002	100000000
2304	5334	10000000
2304	6706	50000000
2304	5346	20000
2304	5347	50000
2304	4402	2000
;2304	6728	10000000
;후토기		
2305	2512	25000
2305	2513	25000
2305	1511	25000
2305	1512	25000
2305	1205	25000
2305	1306	25000
2305	2509	8333334
2305	2510	8333334
2305	1508	8333333
2305	1509	8333333
2305	1203	8333333
2305	1204	8333333
2305	2505	66616667
2305	1504	66616667
2305	1201	66616666
2305	5312	8000000
2305	5315	3000
2305	2904	100000000
2305	3004	100000000
2305	5506	5000000
2305	5501	95000000
2305	3905	200000000
2305	5335	50000000
2305	5002	100000000
2305	5334	10000000
2305	3901	30000000
2305	5346	20000
2305	5347	50000
;2305	6728	10000000
;일반 몬스터 드랍(섬서)		
;거미		
2401	18	18
2401	416	17
2401	13	32000
2401	14	32000
2401	412	32000
2401	413	32000
2401	1205	32000
2401	10	16666667
2401	409	16666667
2401	1202	16666666
2401	5	66613333
2401	404	66613333
2401	1201	66613334
2401	5311	9000000
2401	5314	4000
2401	2904	100000000
2401	3004	100000000
2401	5502	5000000
2401	5501	95000000
2401	3905	200000000
2401	5335	50000000
2401	5002	100000000
2401	5334	10000000
2401	3901	30000000
2401	5346	20000
2401	5347	50000
;2401	6728	10000000
;까마귀		
2402	118	18
2402	516	17
2402	113	32000
2402	114	32000
2402	512	32000
2402	513	32000
2402	1206	32000
2402	110	16666667
2402	509	16666667
2402	1302	16666666
2402	105	66613333
2402	504	66613333
2402	1301	66613334
2402	5312	9000000
2402	5315	4000
2402	2904	100000000
2402	3004	100000000
2402	5503	5000000
2402	5501	95000000
2402	3905	200000000
2402	5335	50000000
2402	5002	100000000
2402	5334	10000000
2402	5346	20000
2402	5347	50000
;2402	6728	10000000
;초보도둑		
2403	218	18
2403	616	17
2403	213	32000
2403	214	32000
2403	612	32000
2403	613	32000
2403	1305	32000
2403	210	16666667
2403	609	16666667
2403	1203	16666666
2403	205	66613333
2403	604	66613333
2403	1201	66613334
2403	5313	9000000
2403	5316	4000
2403	2904	100000000
2403	3004	100000000
2403	5504	5000000
2403	5501	95000000
2403	3905	200000000
2403	5335	50000000
2403	5002	100000000
2403	5334	10000000
2403	6706	50000000
2403	5346	20000
2403	5347	50000
;2403	6728	10000000
;도둑		
2404	318	18
2404	716	17
2404	313	32000
2404	314	32000
2404	712	32000
2404	713	32000
2404	1306	32000
2404	310	16666667
2404	709	16666667
2404	1303	16666666
2404	305	66613333
2404	704	66613333
2404	1301	66613334
2404	5311	9000000
2404	5314	4000
2404	2904	100000000
2404	3004	100000000
2404	5505	5000000
2404	5501	95000000
2404	3905	200000000
2404	5335	50000000
2404	5002	100000000
2404	5334	10000000
2404	3901	30000000
2404	5346	20000
2404	5347	50000
2404	4212	20000
;2404	6728	10000000
;야생마		
2405	2418	18
2405	816	17
2405	2413	32000
2405	2414	32000
2405	812	32000
2405	813	32000
2405	1205	32000
2405	2410	16666667
2405	809	16666667
2405	1204	16666666
2405	2405	66613333
2405	804	66613333
2405	1201	66613334
2405	5312	9000000
2405	5315	4000
2405	2904	100000000
2405	3004	100000000
2405	5506	5000000
2405	5501	95000000
2405	3905	200000000
2405	5335	50000000
2405	5002	100000000
2405	5334	10000000
2405	5346	20000
2405	5347	50000
;2405	6728	10000000
;원숭이		
2406	2518	18
2406	916	17
2406	2513	32000
2406	2514	32000
2406	912	32000
2406	913	32000
2406	1206	32000
2406	2510	16666667
2406	909	16666667
2406	1304	16666666
2406	2505	66613333
2406	904	66613333
2406	1301	66613334
2406	5313	9000000
2406	5316	4000
2406	2904	100000000
2406	3004	100000000
2406	5502	5000000
2406	5501	95000000
2406	3905	200000000
2406	5335	50000000
2406	5002	100000000
2406	5334	10000000
2406	6706	50000000
2406	5346	20000
2406	5347	50000
;2406	6728	10000000
;작은곰		
2407	18	18
2407	1016	17
2407	13	32000
2407	14	32000
2407	1012	32000
2407	1013	32000
2407	1305	32000
2407	10	16666667
2407	1009	16666667
2407	1202	16666666
2407	5	66613333
2407	1004	66613333
2407	1201	66613334
2407	5311	9000000
2407	5314	4000
2407	2904	100000000
2407	3004	100000000
2407	5503	5000000
2407	5501	95000000
2407	3905	200000000
2407	5335	50000000
2407	5002	100000000
2407	5334	10000000
2407	3902	3000000
2407	5346	20000
2407	5347	50000
;2407	6728	10000000
;살모사		
2408	118	18
2408	1516	17
2408	113	32000
2408	114	32000
2408	1512	32000
2408	1513	32000
2408	1306	32000
2408	110	16666667
2408	1509	16666667
2408	1302	16666666
2408	105	66613333
2408	1504	66613333
2408	1301	66613334
2408	5312	9000000
2408	5315	4000
2408	2904	100000000
2408	3004	100000000
2408	5504	5000000
2408	5501	95000000
2408	3905	200000000
2408	5335	50000000
2408	5002	100000000
2408	5334	10000000
2408	5346	20000
2408	5347	50000
;2408	6728	10000000
;곰		
2409	218	18
2409	416	17
2409	213	32000
2409	214	32000
2409	412	32000
2409	413	32000
2409	1205	32000
2409	210	16666667
2409	409	16666667
2409	1203	16666666
2409	205	66613333
2409	404	66613333
2409	1201	66613334
2409	5313	9000000
2409	5316	4000
2409	2904	100000000
2409	3004	100000000
2409	5505	5000000
2409	5501	95000000
2409	3905	200000000
2409	5335	50000000
2409	5002	100000000
2409	5334	10000000
2409	3901	30000000
2409	5346	20000
2409	5347	50000
;2409	6728	10000000
;흑곰		
2410	318	18
2410	516	17
2410	313	32000
2410	314	32000
2410	512	32000
2410	513	32000
2410	1206	32000
2410	310	16666667
2410	509	16666667
2410	1303	16666666
2410	305	66613333
2410	504	66613333
2410	1301	66613334
2410	5311	9000000
2410	5314	4000
2410	2904	100000000
2410	3004	100000000
2410	5506	5000000
2410	5501	95000000
2410	3905	200000000
2410	5335	50000000
2410	5002	100000000
2410	5334	10000000
2410	5346	20000
2410	5347	50000
;2410	6728	10000000
;라마승		
2411	2418	18
2411	616	17
2411	2413	32000
2411	2414	32000
2411	612	32000
2411	613	32000
2411	1305	32000
2411	2410	16666667
2411	609	16666667
2411	1204	16666666
2411	2405	66613333
2411	604	66613333
2411	1201	66613334
2411	5312	9000000
2411	5315	4000
2411	2904	100000000
2411	3004	100000000
2411	5502	5000000
2411	5501	95000000
2411	3905	200000000
2411	5335	50000000
2411	5002	100000000
2411	5334	10000000
2411	6706	50000000
2411	5346	20000
2411	5347	50000
;2411	6728	10000000
;화산검객		
2412	2518	18
2412	716	17
2412	2513	32000
2412	2514	32000
2412	712	32000
2412	713	32000
2412	1306	32000
2412	2510	16666667
2412	709	16666667
2412	1304	16666666
2412	2505	66613333
2412	704	66613333
2412	1301	66613334
2412	5313	9000000
2412	5316	4000
2412	2904	100000000
2412	3004	100000000
2412	5503	5000000
2412	5501	95000000
2412	3905	200000000
2412	5335	50000000
2412	5002	100000000
2412	5334	10000000
2412	5346	20000
2412	5347	50000
;2412	6728	10000000
;지네		
2413	18	18
2413	816	17
2413	13	32000
2413	14	32000
2413	812	32000
2413	813	32000
2413	1205	32000
2413	10	16666667
2413	809	16666667
2413	1202	16666666
2413	5	66613333
2413	804	66613333
2413	1201	66613334
2413	5311	9000000
2413	5314	4000
2413	2904	100000000
2413	3004	100000000
2413	5504	5000000
2413	5501	95000000
2413	3905	200000000
2413	5335	50000000
2413	5002	100000000
2413	5334	10000000
2413	3902	3000000
2413	5346	20000
2413	5347	50000
;2413	6728	10000000
;독두꺼비		
2414	118	18
2414	916	17
2414	113	32000
2414	114	32000
2414	912	32000
2414	913	32000
2414	1206	32000
2414	110	16666667
2414	909	16666667
2414	1302	16666666
2414	105	66613333
2414	904	66613333
2414	1301	66613334
2414	5312	9000000
2414	5315	4000
2414	2904	100000000
2414	3004	100000000
2414	5505	5000000
2414	5501	95000000
2414	3905	200000000
2414	5335	50000000
2414	5002	100000000
2414	5334	10000000
2414	3901	30000000
2414	5346	20000
2414	5347	50000
;2414	6728	10000000
;독강시		
2415	218	18
2415	1016	17
2415	213	32000
2415	214	32000
2415	1012	32000
2415	1013	32000
2415	1305	32000
2415	210	16666667
2415	1009	16666667
2415	1203	16666666
2415	205	66613333
2415	1004	66613333
2415	1201	66613334
2415	5313	9000000
2415	5316	4000
2415	2904	100000000
2415	3004	100000000
2415	5506	5000000
2415	5501	95000000
2415	3905	200000000
2415	5335	50000000
2415	5002	100000000
2415	5334	10000000
2415	6706	50000000
2415	5346	20000
2415	5347	50000
;2415	6728	10000000
;도마뱀		
2416	318	18
2416	1516	17
2416	313	32000
2416	314	32000
2416	1512	32000
2416	1513	32000
2416	1306	32000
2416	310	16666667
2416	1509	16666667
2416	1303	16666666
2416	305	66613333
2416	1504	66613333
2416	1301	66613334
2416	5311	9000000
2416	5314	4000
2416	2904	100000000
2416	3004	100000000
2416	5502	5000000
2416	5501	95000000
2416	3905	200000000
2416	5335	50000000
2416	5002	100000000
2416	5334	10000000
2416	5346	20000
2416	5347	50000
;2416	6728	10000000
;흡혈박쥐		
2417	2418	18
2417	416	17
2417	2413	32000
2417	2414	32000
2417	512	32000
2417	513	32000
2417	1205	32000
2417	2410	16666667
2417	509	16666667
2417	1204	16666666
2417	2405	66613333
2417	704	66613333
2417	1201	66613334
2417	5312	9000000
2417	5315	4000
2417	2904	100000000
2417	3004	100000000
2417	5503	5000000
2417	5501	95000000
2417	3905	200000000
2417	5335	50000000
2417	5002	100000000
2417	5334	10000000
2417	5346	20000
2417	5347	50000
;2417	6728	10000000
;진용		
2418	2518	18
2418	516	17
2418	2513	32000
2418	2514	32000
2418	612	32000
2418	613	32000
2418	1206	32000
2418	2510	16666667
2418	809	16666667
2418	1304	16666666
2418	2505	66613333
2418	1504	66613333
2418	1301	66613334
2418	5313	9000000
2418	5316	4000
2418	2904	100000000
2418	3004	100000000
2418	5504	5000000
2418	5501	95000000
2418	3905	200000000
2418	5335	50000000
2418	5002	100000000
2418	5334	10000000
2418	3901	30000000
2418	5346	20000
2418	5347	50000
;2418	6728	10000000
;보병용		
2419	18	18
2419	616	17
2419	14	32000
2419	15	32000
2419	413	32000
2419	414	32000
2419	1305	32000
2419	10	16666667
2419	409	16666667
2419	1202	16666666
2419	5311	9000000
2419	5314	4000
2419	2904	100000000
2419	3004	100000000
2419	5502	5000000
2419	5501	95000000
2419	3905	200000000
2419	5335	50000000
2419	5002	100000000
2419	5334	10000000
2419	6706	50000000
2419	5346	20000
2419	5347	50000
;2419	6728	10000000
;창병용		
2420	118	18
2420	716	17
2420	114	32000
2420	115	32000
2420	513	32000
2420	514	32000
2420	1306	32000
2420	110	16666667
2420	509	16666667
2420	1302	16666666
2420	5312	9000000
2420	5315	4000
2420	2904	100000000
2420	3004	100000000
2420	5503	5000000
2420	5501	95000000
2420	3905	200000000
2420	5335	50000000
2420	5002	100000000
2420	5334	10000000
2420	5346	20000
2420	5347	50000
2420	3907	500000
2420	3908	100000
2420	3909	10000
2420	3910	20000
2420	7903	100000
;2420	6728	10000000
;기병용		
2421	218	18
2421	816	17
2421	214	32000
2421	215	32000
2421	613	32000
2421	614	32000
2421	1205	32000
2421	210	16666667
2421	609	16666667
2421	1203	16666666
2421	5313	9000000
2421	5316	4000
2421	2904	100000000
2421	3004	100000000
2421	5504	5000000
2421	5501	95000000
2421	3905	200000000
2421	5335	50000000
2421	5002	100000000
2421	5334	10000000
2421	3902	3000000
2421	5346	20000
2421	5347	50000
;2421	6728	10000000
;청동사자상		
2422	318	18
2422	916	17
2422	314	32000
2422	315	32000
2422	713	32000
2422	714	32000
2422	1206	32000
2422	310	16666667
2422	709	16666667
2422	1303	16666666
2422	5311	9000000
2422	5314	4000
2422	2904	100000000
2422	3004	100000000
2422	5505	5000000
2422	5501	95000000
2422	3905	200000000
2422	5335	50000000
2422	5002	100000000
2422	5334	10000000
2422	5346	20000
2422	5347	50000
2422	4303	2000
;2422	6728	10000000
;기린상		
2423	2418	18
2423	1016	17
2423	2414	32000
2423	2415	32000
2423	813	32000
2423	814	32000
2423	1305	32000
2423	2410	16666667
2423	809	16666667
2423	1204	16666666
2423	5312	9000000
2423	5315	4000
2423	2904	100000000
2423	3004	100000000
2423	5506	5000000
2423	5501	95000000
2423	3905	200000000
2423	5335	50000000
2423	5002	100000000
2423	5334	10000000
2423	6706	50000000
2423	5346	20000
2423	5347	50000
2423	3907	500000
2423	3908	100000
2423	3909	10000
2423	3910	20000
2423	7903	100000
;2423	6728	10000000
;청동기린상		
2424	2518	18
2424	1516	17
2424	2514	32000
2424	2515	32000
2424	913	32000
2424	914	32000
2424	1306	32000
2424	2510	16666667
2424	909	16666667
2424	1304	16666666
2424	5313	9000000
2424	5316	4000
2424	2904	100000000
2424	3004	100000000
2424	5502	5000000
2424	5501	95000000
2424	3905	200000000
2424	5335	50000000
2424	5002	100000000
2424	5334	10000000
2424	5346	20000
2424	5347	50000
;2424	6728	10000000
;목룡수호녀		
2425	18	18
2425	416	17
2425	14	32000
2425	15	32000
2425	1013	32000
2425	1014	32000
2425	1205	32000
2425	10	16666667
2425	1009	16666667
2425	1202	16666666
2425	5311	9000000
2425	5314	4000
2425	2904	100000000
2425	3004	100000000
2425	5503	5000000
2425	5501	95000000
2425	3905	200000000
2425	5335	50000000
2425	5002	100000000
2425	5334	10000000
2425	5346	20000
2425	5347	50000
;2425	6728	10000000
;화룡수호녀		
2426	118	18
2426	516	17
2426	114	32000
2426	115	32000
2426	1513	32000
2426	1514	32000
2426	1206	32000
2426	110	16666667
2426	1509	16666667
2426	1302	16666666
2426	5312	9000000
2426	5315	4000
2426	2904	100000000
2426	3004	100000000
2426	5504	5000000
2426	5501	95000000
2426	3905	200000000
2426	5335	50000000
2426	5002	100000000
2426	5334	10000000
2426	3902	3000000
2426	5346	20000
2426	5347	50000
;2426	6728	10000000
;토룡수호녀		
2427	218	18
2427	616	17
2427	214	32000
2427	215	32000
2427	513	32000
2427	414	32000
2427	1305	32000
2427	210	16666667
2427	609	16666667
2427	1304	16666666
2427	5313	9000000
2427	5316	4000
2427	2904	100000000
2427	3004	100000000
2427	5505	5000000
2427	5501	95000000
2427	3905	200000000
2427	5335	50000000
2427	5002	100000000
2427	5334	10000000
2427	5346	20000
2427	5347	50000
;2427	6728	10000000
;금룡수호녀		
2428	318	18
2428	716	17
2428	314	32000
2428	315	32000
2428	813	32000
2428	614	32000
2428	1306	32000
2428	310	16666667
2428	809	16666667
2428	1303	16666666
2428	5311	9000000
2428	5314	4000
2428	2904	100000000
2428	3004	100000000
2428	5506	5000000
2428	5501	95000000
2428	3905	200000000
2428	5335	50000000
2428	5002	100000000
2428	5334	10000000
2428	6706	50000000
2428	5346	20000
2428	5347	50000
;2428	6728	10000000
;수룡수호녀		
2429	2418	18
2429	816	17
2429	2414	32000
2429	2415	32000
2429	1513	32000
2429	914	32000
2429	1205	32000
2429	2410	16666667
2429	1509	16666667
2429	1204	16666666
2429	5312	9000000
2429	5315	4000
2429	2904	100000000
2429	3004	100000000
2429	5502	5000000
2429	5501	95000000
2429	3905	200000000
2429	5335	50000000
2429	5002	100000000
2429	5334	10000000
2429	5346	20000
2429	5347	50000
;2429	6728	10000000
;일반 몬스터 드랍(운남)		
;석림무사		
2501	18	12
2501	19	12
2501	416	12
2501	417	12
2501	1207	12
2501	15	36000
2501	16	36000
2501	414	36000
2501	415	36000
2501	1205	36000
2501	10	20000000
2501	409	20000000
2501	1202	20000000
2501	5317	20
2501	5314	5000
2501	2904	100000000
2501	3004	100000000
2501	5502	5000000
2501	5501	95000000
2501	3905	200000000
2501	5335	50000000
